KEY	VALUE	COMMENTS
__id	jp	en		
__name	日本語	English	
button.play	プレイ
convo.train-station-territory-pass.mo	この管轄区の警官への賄賂を成功させて、この建物のスペシャルボーナスを解禁しろ。
convo.train-station-cops-pass	ここを縄張りに収めるなんて造作もないことだ。そうなれば、本題に入れるな。
convo.train-station-cops-pass.mo	この角地を組織の縄張りにして、この建物でのアクションをアンロックしろ。
convo.train-station-all-pass	小さな問題？ あんたの言い方だと、ちっとも小さくなさそうだが。なんだ？

convo.train-station-bribe-frieght	組合（ユニオン）だ。荷の積み下ろしを仕切ってる連中さ。奴らを味方につければ、駅も操車場も俺たちの思いのままだ。現金を用意してくれれば、組合の幹部たちを「適切に」処遇しておいてやるよ。
convo.train-station-bribe-passenger	鉄道警察だ。奴らは違法行為が嫌いなんじゃない、自分たちの「取り分」がないのが嫌いなだけだ。現金を届けてくれれば、奴らの機嫌を直しておいてやるよ。
convo.train-station-bribe-confirm-freight	貨物の流れを操り、線路を使って組織をデカくするのは悪くない。金を用意しよう。
convo.train-station-bribe-confirm-passenger	乗客の雑踏に紛れれば、どんな違法行為も隠せるはずだ。乗ったぜ。金を持ってこよう。
convo.train-station-bribe-confirm-freight.mo	駅長に多額の賄賂を渡し、組合を抱き込むことに同意する。
convo.train-station-bribe-confirm-passenger.mo	駅長に多額の賄賂を渡し、鉄道警察を抱き込むことに同意する。
convo.train-station-bribe-reject	話がややこしくなってきたな。また今度だ。

convo.train-station-bribe-outro	協力できる商機をリストアップしておこう。お前の方でも、この鉄道網をどう使うかアイデアを練っておけ。
convo.train-station-bribe-outro-bye	ああ、そうさせてもらう。さて、まずは例の現金を用意してくるとしよう。

convo.train-station-mission-start	駅での儲け話について詰めようじゃないか。
convo.train-station-mission-start-passenger	鉄道警察に新しい友人ができた今、この駅で何に興味がある？ 奴らは、怪しまれないように違法活動をバラけさせてくれと言っているぞ。捜査してるフリをするのも大変らしいからな。
convo.train-station-mission-start-cargo	貨物列車を使って、原材料を田舎の小さな町へ運び出し、市外で生産を行うことができる。サツもいなけりゃ、注目度も低い。スペースも使い放題だ。最高だろ？ 早速手配するか？

convo.train-station-mission-start-both-fail-npc	かつてお前の組織はこの角地を支配し、サツも手懐けていた。だが今は違う。両方の条件が揃うまで、商売の話は休止だ。
convo.train-station-mission-start-territory-fail-npc	サツはまだ味方のようだが、この角地はもうお前の縄張りじゃない。お前がここを仕切っていると確信できるまで、協力は中止させてもらう。
convo.train-station-mission-start-cops-fail-npc	地元警察との契約が切れたようだな。サツを味方につけていない状況で動くのは、リスクが大きすぎる。
convo.train-station-mission-fail	分かった。状況を立て直してから、また商売の話に戻るとしよう。

convo.train-station-mission-start-one-accept	鉄道警察の武器庫をちょっと「失敬」するのはどうだ？ 奴らを買収して、いくつかブツを頂戴しよう。
convo.train-station-mission-start-one-accept.mo	鉄道警察との合意により、1月～4月の間、駅で武器が利用可能になる。
convo.train-station-mission-start-two-accept	田舎から酒を仕入れる手配をしよう。
convo.train-station-mission-start-two-accept.mo	鉄道警察との合意により、5月～8月の間、酒の配送が利用可能になる。
convo.train-station-mission-start-three-accept	ああ、それを始めよう。鼻持ちならない隣人やサツの目の届かない場所での生産は、やる価値がある。
convo.train-station-mission-start-four-selection	市内で大量の酒を造ってるんだが、郊外の町は酒に飢えてるって聞いてな。それに乗客にも売れるだろ。車掌やポーターを抱き込んで、酒を運ばせることはできるか？
convo.train-station-mission-start-four-selection.mo	鉄道警察との合意により、9月～12月の間、酒の密輸が利用可能になる。
convo.train-station-mission-pass	今は無理だが、そういう選択肢があるのは分かった。
convo.train-station-mission-start-four-selection-npc	ああ。売上の分け前を少し握らせてやれば、奴らも必死に働くだろうよ。
convo.train-station-mission-start-four-brick-wine	レンガ・ワインが大量にある。そいつを回そう。
convo.train-station-mission-start-four-cider	ハードサイダーを大量に捌けるぞ。そいつを持ってこよう。
convo.train-station-mission-start-four-home-brew	自家製ビールを回そう。
convo.train-station-mission-start-four-moonshine	ムーンシャインならいくらでもある。
convo.train-station-mission-start-four-apple-jack	アップルジャックを回そう。
convo.train-station-mission-start-four-fake-wine	密造ワインを回そう。
convo.train-station-mission-start-four-sparkling-cider	スパークリング・サイダーを回そう。
convo.train-station-mission-start-four-fake-beer	密造ビールを回そう。
convo.train-station-mission-start-four-bathtub-gin	バスタブ・ジンを回そう。
convo.train-station-mission-start-four-fruit-brandy	ラキヤを回そう。
convo.train-station-mission-start-four-corn-whiskey	コーン・ウイスキーを回そう。
convo.train-station-mission-start-four-fruit-wine	フルーツワインを回そう。

convo.train-station-mission-start-four-pass	考えてみれば、今は市内の需要を満たすだけで精一杯だ。余剰分がない。また今度だ。

convo.train-station-mission-one-confirm-requirements	武器庫を案内しよう。武器庫の番兵たちが「休憩」に行くための預け金を用意してくれれば、後は好きなものを選んでいけ。
convo.train-station-mission-two-confirm-requirements	何を持ち込みたいか言ってくれ、手配するよ。ポーターたちが「ちょうどいいタイミング」でコーヒー休憩を取って、手荷物車から荷を下ろすための現金が少し必要だ。どれだけ届くかは保証できんが、投資に見合う価値はあるはずだ。田舎の連中は、都会での相場を分かっちゃいないからな。
convo.train-station-mission-three-confirm-requirements	田舎で何を造るつもりだ？ 生産拠点を整え、積み下ろしのための人員を手配するための現金が必要だ。後で生産品目を変えることもできるが、設備の再編には追加の金がかかる。一度整えば、資材を積ませるだけで、余計な口を利かない労働者が働いてくれるぞ。

convo.train-station-mission-one-confirm-outro	最高の計画だ。「優しい言葉」と「銃」があれば、何でも思い通りになるからな。

convo.train-station-mission-one-brick-wine	レンガ・ワインを欲しがる客がいるんだ。
convo.train-station-mission-one-cider	サイダーならよく売れるだろうな。
convo.train-station-mission-one-home-brew	自家製ビールを喜ぶ知り合いが大勢いる。
convo.train-station-mission-one-moonshine	ムーンシャインはいつだって界隈の人気者だ。
convo.train-station-mission-one-apple-jack	甘くて喉が焼ける。アップルジャックはこの辺じゃ特別な需要があるんだ。

convo.train-station-mission-one-sparkling-cider	スパークリング・サイダーはどうだ？
convo.train-station-mission-one-fake-wine	密造ワインか。この辺なら売れるな。
convo.train-station-mission-one-fake-beer	密造ビールだ。この街じゃビールは外せん。
convo.train-station-mission-one-bathtub-gin	バスタブ・ジンならいくらでも捌けるぞ。
convo.train-station-mission-one-barrels	ボトリングなら俺たちでできる。酒の樽を仕入れられるルートがあるなら、それを頼む。
convo.train-station-mission-three-brick-wine	濃縮ブドウ液を用意しよう。陶器瓶をそっちで調達して、完成したレンガ・ワインを届けてくれるんだな。
convo.train-station-mission-three-cider	リンゴジュースを送り出す。そっちで陶器瓶を詰め、ハードサイダーにして戻してくれ。いいぞ。
convo.train-station-mission-three-home-brew	麦芽シロップを送り、そっちで陶器瓶を調達する。戻ってくるのは自家製ビールだ。乗った。
convo.train-station-mission-three-moonshine	俺の中性アルコールを預けよう。後でムーンシャインの詰まった瓶が届くわけだ。最高だな。
convo.train-station-mission-three-fake-wine	つまり、俺がレンガ・ワインを出す。それが列車で田舎に運ばれ、「何か」が起きて、密造ワインとして戻ってくるわけだ。やろうじゃないか。
convo.train-station-mission-three-apple-jack	リンゴジュースを預けよう。後でアップルジャックのボトルが届くのを待てばいいんだな。悪い話じゃない。

convo.train-station-mission-three-sparkling-cider	ハードサイダーを貨車に積む。田舎を一往復すれば、スパークリング・サイダーのボトルになって戻ってくる。その条件でいいぞ。
convo.train-station-mission-three-fake-beer	市内で自家製ビールを造り、それをサツの目の届かないところへ運んで「密造ビール」にする。届くのを楽しみに待ってるよ。
convo.train-station-mission-three-bathtub-gin	俺のムーンシャインと、そっちの資材。引き換えにバスタブ・ジンのボトル。よし。カクテル用の氷を用意して待ってるよ。
